name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
drivers license - Spotify Singles,67,262544,Lewis Capaldi,Lewis Capaldi,2022-09-21,0.845,0.543,0.23,0.0,0.11,-12.532,0.0417,127.357,4,0.307,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",drivers license ( Singles) - Lewis Capaldi (128).wav
Someone You Loved - Madism Radio Mix,65,157172,Lewis Capaldi,"Lewis Capaldi,Madism",2019-02-15,0.519,0.713,0.638,0.0,0.184,-4.666,0.0424,119.842,4,0.365,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Someone You Loved (Madism Radio Mix) - Lewis Capaldi (128).wav
Heavenly Kind Of State Of Mind,65,201880,Lewis Capaldi,Lewis Capaldi,2023-05-19,0.0274,0.647,0.696,0.0,0.127,-3.366,0.0485,121.992,4,0.491,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Heavenly Kind Of State Of Mind - Lewis Capaldi (128).wav
One,68,179908,Lewis Capaldi,Lewis Capaldi,2019-05-17,0.834,0.708,0.339,0.0,0.128,-7.085,0.0409,117.995,4,0.512,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Woman - Rema (128).wav
Love The Hell Out Of You,63,205080,Lewis Capaldi,Lewis Capaldi,2023-05-19,0.539,0.339,0.465,0.0,0.366,-5.983,0.0381,165.993,3,0.212,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Flooded The Face - Lil Uzi Vert (128).wav
Notes From A Wrist,69,189880,d4vd,d4vd,2023-08-18,0.957,0.47,0.202,0.0,0.135,-15.202,0.247,86.827,4,0.139,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",Notes From A Wrist - d4vd (128).wav
Call Me Revenge - Call of Duty: Modern Warfare 3,73,166140,21 Savage,"21 Savage,d4vd",2023-10-19,0.0192,0.674,0.634,0.0,0.153,-8.245,0.154,158.97,4,0.407,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",Call_Me_Revenge_Call_of_Duty_Modern_Warfare_3_21_Savage_d4v.wav
Poetic Vulgarity,61,240841,d4vd,d4vd,2023-09-08,0.965,0.552,0.17,0.000815,0.106,-17.469,0.0418,83.154,4,0.215,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",Poetic Vulgarity - d4vd (128).wav
Bleed Out,59,168947,d4vd,d4vd,2022-02-22,0.0479,0.57,0.937,0.00958,0.215,-4.485,0.0401,104.4,4,0.47,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",Bleed Out - d4vd (128).wav
NEVER AGAIN,57,101632,d4vd,d4vd,2022-06-06,0.913,0.418,0.37,0.00267,0.219,-10.701,0.0362,132.755,4,0.232,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",NEVER AGAIN - d4vd (128).wav
life’s a dream,56,130541,d4vd,d4vd,2022-02-05,0.949,0.423,0.167,0.897,0.0913,-19.82,0.0354,119.807,4,0.0421,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",life s a dream - d4vd (128).wav
Godzilla (feat. Juice WRLD),84,210800,Eminem,"Eminem,Juice WRLD",2020-01-17,0.145,0.808,0.745,0.0,0.292,-5.26,0.342,165.995,4,0.829,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",Godzilla - Eminem Juice WRLD (128).wav
Hide (feat. Seezyn),78,205800,Juice WRLD,"Juice WRLD,Seezyn",2018-12-14,0.0622,0.715,0.639,0.0,0.157,-5.017,0.0752,149.996,4,0.151,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Hide - Juice WRLD Seezyn (128).wav
In My Head,74,192000,Juice WRLD,Juice WRLD,2022-10-28,0.269,0.633,0.548,0.0,0.16,-5.634,0.0467,160.011,4,0.35,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",In My Head - Juice WRLD (128).wav
Stay High,75,168685,Juice WRLD,Juice WRLD,2020-07-10,0.439,0.745,0.5,0.0,0.0943,-6.184,0.135,76.968,4,0.433,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Stay High - Juice WRLD (128).wav
Flaws And Sins,74,218349,Juice WRLD,Juice WRLD,2019-03-08,0.00966,0.709,0.662,0.0,0.108,-4.55,0.0767,150.047,4,0.439,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Flaws And Sins - Juice Wrld (128).wav
Please Me,78,200890,Cardi B,"Cardi B,Bruno Mars",2019-02-15,0.0642,0.747,0.57,0.0,0.0832,-6.711,0.081,133.992,4,0.65,Cardi B,77,22479448,"['pop', 'rap']",Alone - Halsey (128).wav
Thru Your Phone,72,188524,Cardi B,Cardi B,2018-04-06,0.17,0.837,0.549,0.0,0.057,-5.722,0.167,121.954,4,0.209,Cardi B,77,22479448,"['pop', 'rap']",Thru Your Phone - Cardi B (128).wav
Money,73,183527,Cardi B,Cardi B,2018-10-23,0.00534,0.95,0.59,0.0,0.11,-6.508,0.29,130.003,4,0.219,Cardi B,77,22479448,"['pop', 'rap']",Money - Cardi B (128).wav
Bodak Yellow,74,223713,Cardi B,Cardi B,2018-04-06,0.0659,0.926,0.703,0.0,0.231,-6.337,0.103,125.022,4,0.485,Cardi B,77,22479448,"['pop', 'rap']",Bodak Yellow - Cardi B (128).wav
Power Trip (feat. Miguel),81,241160,J. Cole,"J. Cole,Miguel",2013-06-18,0.324,0.667,0.608,0.000198,0.426,-7.054,0.216,99.992,4,0.475,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Power Trip - J. Cole Miguel (128).wav
a m a r i,76,148421,J. Cole,J. Cole,2021-05-14,0.127,0.725,0.713,0.0,0.617,-6.173,0.187,65.988,4,0.207,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",2. J. Cole - a m a r i (128).wav
Neighbors,75,216520,J. Cole,J. Cole,2016-12-09,0.319,0.898,0.283,0.000383,0.11,-12.335,0.356,138.97,4,0.469,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Neighbors - J. Cole (128).wav
G.O.M.D,75,301064,J. Cole,J. Cole,2014-12-09,0.322,0.889,0.4,1.32e-05,0.331,-10.586,0.26,128.073,4,0.336,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",G.O.M.D - J. Cole (128).wav
Deja Vu,73,264747,J. Cole,J. Cole,2016-12-09,0.352,0.657,0.421,0.000218,0.187,-11.378,0.412,174.063,4,0.181,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Deja Vu - J. Cole (128).wav
Apparently,72,292865,J. Cole,J. Cole,2014-12-09,0.605,0.802,0.544,0.0,0.102,-9.212,0.0686,133.992,4,0.57,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Apparently - J. Cole (128).wav
i n t e r l u d e,69,133022,J. Cole,J. Cole,2021-05-14,0.0617,0.77,0.574,0.0,0.104,-5.525,0.106,98.962,3,0.104,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",1. J. Cole - i n t e r l u d e (128).wav
Work Out,85,235320,J. Cole,J. Cole,2011-09-27,0.0531,0.831,0.427,0.0,0.307,-6.903,0.106,93.004,4,0.216,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Work Out - J. Cole (128).wav
All My Life (feat. J. Cole),78,223879,J. Cole,"Lil Durk, J. Cole",2023-05-26,0.0449,0.787,0.57,0.0,0.135,-5.881,0.225,142.974,4,0.733,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",All My Life (feat. J. Cole) - Lil Durk J. Cole (128).wav
Wet Dreamz,86,239267,J. Cole,J. Cole,2014-12-09,0.0697,0.495,0.722,0.0,0.113,-8.108,0.357,175.627,4,0.539,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",Wet Dreamz - J. Cole (128).wav
No Role Modelz,91,292799,J. Cole,J. Cole,2014-12-09,0.324,0.69,0.521,0.0,0.0534,-8.492,0.339,100.028,4,0.494,J. Cole,84,21778723,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",No Role Modelz - J. Cole (128).wav
JEALOUSY (feat. Cardi B),68,174333,Cardi B,"Offset, Cardi B",2023-10-13,0.0355,0.929,0.558,0.0,0.208,-7.281,0.327,134.34,4,0.348,Cardi B,77,22479448,"['pop', 'rap']",JEALOUSY - Offset Cardi B (128).wav
Finesse - Remix; feat. Cardi B,79,217289,Cardi B,"Bruno Mars, Cardi B",2017-12-20,0.0185,0.704,0.859,0.0,0.0215,-4.877,0.0996,105.115,4,0.926,Cardi B,77,22479448,"['pop', 'rap']",Finesse (Remix; feat. Cardi B) - Bruno Mars Cardi B (128).wav
I Like It,80,253390,Cardi B,"Cardi B, Bad Bunny, J Balvin",2018-04-06,0.099,0.816,0.726,0.0,0.372,-3.998,0.129,136.048,4,0.65,Cardi B,77,22479448,"['pop', 'rap']",River - Charlie Puth (128).wav
WAP (feat. Megan Thee Stallion),80,187541,Cardi B,"Cardi B, Megan Thee Stallion",2020-08-07,0.0194,0.935,0.454,0.0,0.0824,-7.509,0.375,133.073,4,0.357,Cardi B,77,22479448,"['pop', 'rap']",WAP (feat. Megan Thee Stallion) - Cardi B Megan Thee Stalli.wav
Bongos (feat. Megan Thee Stallion),83,175099,Cardi B,"Cardi B, Megan Thee Stallion",2023-09-08,0.0791,0.726,0.738,0.0,0.0297,-4.788,0.355,121.953,4,0.896,Cardi B,77,22479448,"['pop', 'rap']",WAP (feat. Megan Thee Stallion) - Cardi B Megan Thee Stalli.wav
Let Me Know (I Wonder Why Freestyle),81,215381,Juice WRLD,Juice WRLD,2019-12-07,0.172,0.635,0.537,0.0,0.418,-7.895,0.0832,125.028,4,0.383,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Let Me Know (I Wonder Why Freestyle) - Juice WRLD (128).wav
Lean Wit Me,81,175755,Juice WRLD,Juice WRLD,2018-12-10,0.0414,0.665,0.651,0.0,0.0896,-5.515,0.156,163.935,4,0.237,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Lean Wit Me - Juice WRLD (128).wav
Robbery,82,240051,Juice WRLD,Juice WRLD,2019-03-08,0.328,0.623,0.692,0.0,0.153,-5.122,0.0504,79.899,4,0.566,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Robbery - Juice Wrld (128).wav
All Girls Are The Same,86,165820,Juice WRLD,Juice WRLD,2018-12-10,0.0769,0.671,0.529,0.000335,0.0856,-7.226,0.307,161.989,4,0.203,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",All Girls Are The Same - Juice WRLD (128).wav
Lucid Dreams,86,239836,Juice WRLD,Juice WRLD,2018-12-10,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,83.903,4,0.218,Juice WRLD,84,31181079,"['chicago rap', 'melodic rap', 'rap']",Lucid Dreams - Juice WRLD (128).wav
You and I,74,152551,d4vd,d4vd,2023-05-26,0.178,0.471,0.913,0.000465,0.44,-6.727,0.0392,90.231,4,0.363,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",You and I - d4vd (128).wav
This Is How It Feels (with Laufey),75,284305,d4vd,"d4vd, Laufey",2023-05-26,0.931,0.312,0.229,0.0,0.165,-11.656,0.0327,132.493,3,0.239,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",This Is How It Feels - d4vd Laufey (128).wav
Sleep Well,80,175875,d4vd,d4vd,2023-05-26,0.786,0.358,0.363,7.04e-06,0.142,-10.559,0.034,151.15,3,0.173,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",Sleep Well - d4vd (128).wav
Here With Me,90,242485,d4vd,d4vd,2023-05-26,0.544,0.571,0.458,9.27e-05,0.123,-9.283,0.0258,132.025,4,0.299,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",Here With Me - d4vd (128).wav
Romantic Homicide,91,132631,d4vd,d4vd,2022-07-20,0.453,0.571,0.544,0.00805,0.322,-10.613,0.0299,132.052,4,0.216,d4vd,75,1886231,"['bedroom pop', 'bedroom r&b']",Romantic Homicide - d4vd (128).wav
Hold Me While You Wait,80,205687,Lewis Capaldi,Lewis Capaldi,2019-05-17,0.443,0.688,0.53,0.0,0.0995,-5.507,0.0333,106.958,4,0.162,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Hold Me While You Wait - Lewis Capaldi (128).wav
Wish You The Best,83,210880,Lewis Capaldi,Lewis Capaldi,2023-05-19,0.555,0.676,0.461,0.0,0.0951,-3.59,0.0304,107.95,4,0.466,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Wish You The Best - Lewis Capaldi (128).wav
Bruises,83,220492,Lewis Capaldi,Lewis Capaldi,2019-05-17,0.946,0.736,0.308,0.0,0.186,-7.83,0.0677,111.202,4,0.361,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Bruises - Lewis Capaldi (128).wav
Before You Go,86,215107,Lewis Capaldi,Lewis Capaldi,2019-11-22,0.604,0.459,0.575,0.0,0.0885,-4.858,0.0573,111.881,4,0.183,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Before You Go - Lewis Capaldi (128).wav
Someone You Loved,91,182161,Lewis Capaldi,Lewis Capaldi,2019-05-17,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,4,0.446,Lewis Capaldi,78,11858665,"['pop', 'uk pop']",Someone You Loved - Lewis Capaldi (128).wav
Pareja Del Año,78,195333,Myke Towers,"Sebastian Yatra, Myke Towers",2022-01-28,0.176,0.715,0.611,0.0,0.0949,-5.094,0.0519,79.971,4,0.776,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Pareja Del Año - Sebastian Yatra Myke Towers (128).wav
PLAYA DEL INGLÉS,80,237525,Myke Towers,"Quevedo, Myke Towers",2023-01-20,0.0822,0.793,0.736,0.0,0.109,-3.254,0.0469,112.993,4,0.656,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",PLAYA DEL INGLÉS - Quevedo Myke Towers (128).wav
La Curiosidad,85,219048,Myke Towers,"Jay Wheeler, DJ Nelson, Myke Towers",2020-06-12,0.269,0.845,0.677,0.000917,0.108,-4.798,0.136,90.013,4,0.68,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",Flags - Coldplay (128).wav
LALA,97,197920,Myke Towers,Myke Towers,2023-03-23,0.0739,0.708,0.737,0.00162,0.0955,-4.045,0.0436,91.986,4,0.607,Myke Towers,85,13061195,"['reggaeton', 'trap latino', 'urbano latino']",LLYLM - ROSALÍA (128).wav
Black Dress,63,237362,070 Shake,070 Shake,2023-09-22,0.0285,0.614,0.645,2.22e-06,0.0832,-4.237,0.0312,121.998,4,0.4,070 Shake,69,494115,['new jersey rap'],Black Dress - 070 Shake (128).wav
Guilty Conscience,63,213333,070 Shake,070 Shake,2020-01-17,0.00676,0.539,0.638,0.0,0.123,-6.049,0.136,179.822,4,0.222,070 Shake,69,494115,['new jersey rap'],Guilty Conscience - 070 Shake (128).wav
"Alone, Pt. II",75,179053,Ava Max,"Alan Walker, Ava Max",2021-11-26,0.539,0.673,0.659,0.0,0.129,-4.493,0.0439,88.011,4,0.628,Ava Max,76,6150536,['pop'],"Alone, Pt. II - Alan Walker Ava Max (128).wav"
Car Keys (Ayla),81,146501,Ava Max,"Alok, Ava Max",2023-06-30,0.0868,0.675,0.986,4.96e-06,0.128,-4.606,0.0974,126.004,4,0.57,Ava Max,76,6150536,['pop'],Car Keys (Ayla) - Alok Ava Max (128).wav
Kings & Queens,82,162399,Ava Max,Ava Max,2020-09-18,0.00786,0.637,0.69,0.0,0.124,-4.057,0.0405,129.857,4,0.457,Ava Max,76,6150536,['pop'],Kings Queens - Ava Max (128).wav
Sweet but Psycho,87,187436,Ava Max,Ava Max,2020-09-18,0.0684,0.72,0.706,0.0,0.166,-4.719,0.0473,133.002,4,0.62,Ava Max,76,6150536,['pop'],Sweet but Psycho - Ava Max (128).wav
Oops!...I Did It Again,82,211160,Britney Spears,Britney Spears,2000-05-16,0.3,0.751,0.834,1.77e-05,0.355,-5.444,0.0437,95.053,4,0.894,Britney Spears,78,13099866,"['dance pop', 'pop']",Oops!...I Did It Again - Britney Spears (128).wav
...Baby One More Time,83,211067,Britney Spears,Britney Spears,1999-01-12,0.202,0.759,0.699,0.000131,0.443,-5.745,0.0307,92.96,4,0.907,Britney Spears,78,13099866,"['dance pop', 'pop']",Baby One More Time - Britney Spears (128).wav
Gimme More,83,251240,Britney Spears,Britney Spears,2007-10-25,0.25,0.788,0.844,0.000678,0.0723,-3.131,0.0334,113.324,4,0.382,Britney Spears,78,13099866,"['dance pop', 'pop']",Ginger Me - Rema (128).wav
Toxic,85,198800,Britney Spears,Britney Spears,2003-11-13,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,143.04,4,0.924,Britney Spears,78,13099866,"['dance pop', 'pop']",Toxic - Britney Spears (128).wav
Feel This Moment (feat. Christina Aguilera),81,229507,Pitbull,"Pitbull, Christina Aguilera",2012,0.039,0.673,0.758,0.0,0.341,-3.632,0.158,135.956,4,0.542,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Feel_This_Moment_feat_Christina_Aguilera_Pitbull_Christina.wav
International Love (feat. Chris Brown),81,227280,Pitbull,"Pitbull, Chris Brown",2011-06-17,0.0124,0.67,0.855,0.0,0.335,-3.035,0.0499,120.05,4,0.648,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",International Love (feat. Chris Brown) - Pitbull Chris Brow.wav
Time of Our Lives,83,229360,Pitbull,"Pitbull, Ne-Yo",2014-11-21,0.0921,0.721,0.802,0.0,0.694,-5.797,0.0583,124.022,4,0.724,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Time of Our Lives - Ne-Yo Pitbull (128).wav
Timber (feat. Ke$ha),84,204160,Pitbull,"Pitbull, Kesha",2012,0.0295,0.581,0.963,0.0,0.139,-4.087,0.0981,129.992,4,0.788,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']",Timber (feat. Ke$ha) - Pitbull Ke$ha (128).wav
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",85,252307,Pitbull,"Pitbull, Ne-Yo, AFROJACK, Nayer",2011-06-17,0.191,0.671,0.939,0.0,0.298,-3.206,0.161,129.024,4,0.53,Pitbull,80,10237230,"['dance pop', 'miami hip hop', 'pop']","Give Me Everything (feat. Ne-Yo, Afrojack Nayer) - Pitbull.wav"
Savage Love (Laxed - Siren Beat),77,171375,Jason Derulo,"Jawsh 685, Jason Derulo",2020-06-11,0.234,0.767,0.481,0.0,0.269,-8.52,0.0803,150.076,4,0.761,Jason Derulo,76,11927147,"['dance pop', 'pop']",Savage_Love_Laxed_Siren_Beat_Jawsh_685_Jason_Derülo_.wav
Want to Want Me,78,207719,Jason Derulo,Jason Derulo,2015-05-29,0.00906,0.775,0.68,0.0,0.109,-5.508,0.0629,114.025,4,0.656,Jason Derulo,76,11927147,"['dance pop', 'pop']",Want to Want Me - Jason Derulo (128).wav
Acapulco,79,139672,Jason Derulo,Jason Derulo,2021-09-03,0.051,0.774,0.792,0.0,0.155,-4.021,0.0523,122.062,4,0.507,Jason Derulo,76,11927147,"['dance pop', 'pop']",Acapulco - Jason Derulo (128).wav
Whatcha Say,69,221253,Jason Derulo,Jason Derulo,2010-02-24,0.0444,0.615,0.711,0.0,0.145,-5.507,0.0779,144.036,4,0.711,Jason Derulo,76,11927147,"['dance pop', 'pop']",Whatcha Say - Jason Derülo (128).wav
Talk Dirty (feat. 2 Chainz),69,177685,Jason Derulo,"Jason Derulo, 2 Chainz",2013-09-10,0.0348,0.76,0.652,0.0,0.307,-7.321,0.232,100.315,4,0.759,Jason Derulo,76,11927147,"['dance pop', 'pop']",Talk Dirty (feat. 2 Chainz) - Jason Derulo 2 Chainz (128).wav
that way,80,175027,Tate McRae,Tate McRae,2020-01-24,0.728,0.453,0.383,0.0,0.387,-11.015,0.163,105.029,4,0.333,Tate McRae,81,3932373,"['alt z', 'pop']",that way - Tate McRae (128).wav
she's all i wanna be,78,207120,Tate McRae,Tate McRae,2022-05-27,0.0129,0.602,0.626,9.02e-06,0.144,-5.323,0.0396,160.118,4,0.619,Tate McRae,81,3932373,"['alt z', 'pop']",she s all i wanna be - Tate McRae (128).wav
you broke me first,86,169266,Tate McRae,Tate McRae,2020-04-17,0.785,0.667,0.373,0.0,0.0906,-9.389,0.05,124.148,4,0.0823,Tate McRae,81,3932373,"['alt z', 'pop']",you broke me first - Tate McRae (128).wav
greedy,99,131872,Tate McRae,Tate McRae,2023-09-15,0.256,0.75,0.733,0.0,0.114,-3.18,0.0319,111.018,1,0.844,Tate McRae,81,3932373,"['alt z', 'pop']",greedy - Tate McRae (128).wav
You Get Me So High,85,153000,The Neighbourhood,The Neighbourhood,2018-11-02,0.186,0.551,0.881,0.0791,0.152,-6.099,0.0542,88.036,4,0.387,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",You Get Me So High - The Neighbourhood (128).wav
Reflections,86,244013,The Neighbourhood,The Neighbourhood,2018-11-02,0.114,0.648,0.594,0.0462,0.116,-7.027,0.0293,113.983,4,0.544,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Reflections - The Neighbourhood (128).wav
Softcore,87,206280,The Neighbourhood,The Neighbourhood,2018-11-02,0.0484,0.575,0.568,0.000417,0.286,-5.509,0.03,93.986,4,0.37,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Solo - Future (128).wav
Daddy Issues,87,260173,The Neighbourhood,The Neighbourhood,2015-10-30,0.0678,0.588,0.521,0.149,0.123,-9.461,0.0329,85.012,4,0.337,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Daddy Issues - The Neighbourhood (128).wav
Sweater Weather,93,240400,The Neighbourhood,The Neighbourhood,2013-04-19,0.0495,0.612,0.807,0.0177,0.101,-2.81,0.0336,124.053,4,0.398,The Neighbourhood,81,14128852,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",Sweater Weather - The Neighbourhood (128).wav
Hate Me,73,188067,Ellie Goulding,"Ellie Goulding, Juice WRLD",2020-07-16,0.0875,0.64,0.789,0.0,0.147,-4.891,0.0644,75.018,4,0.762,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",uh oh - Tate McRae (128).wav
Burn,77,231213,Ellie Goulding,Ellie Goulding,2012-10-12,0.315,0.555,0.772,0.0,0.105,-5.007,0.0523,86.921,4,0.346,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Butter - BTS (128).wav
"Love Me Like You Do - From ""Fifty Shades Of Grey""",80,252534,Ellie Goulding,Ellie Goulding,2015-11-06,0.247,0.262,0.606,0.0,0.125,-6.646,0.0484,189.857,4,0.275,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Love Me Like You Do (From Fifty Shades Of Grey) - Ellie Goul.wav
Outside (feat. Ellie Goulding),84,227267,Ellie Goulding,"Calvin Harris, Ellie Goulding",2014-10-31,0.213,0.646,0.823,0.0,0.322,-4.123,0.0394,128.035,4,0.418,Ellie Goulding,77,12329992,"['indietronica', 'metropopolis', 'pop', 'uk pop']",Outside (feat. Ellie Goulding) - Calvin Harris Ellie Gouldi.wav
All I Want Is You (feat. J. Cole),76,295920,Miguel,"Miguel, J. Cole",2010-11-26,0.0728,0.776,0.603,6.25e-05,0.111,-5.696,0.0343,96.888,4,0.921,Miguel,76,4834768,"['r&b', 'urban contemporary']",All I Want Is You (feat. J. Cole) - Miguel j.cole J. Cole.wav
Adorn,72,193147,Miguel,Miguel,2012-09-28,0.0543,0.625,0.576,4.07e-05,0.187,-5.693,0.175,179.063,4,0.235,Miguel,76,4834768,"['r&b', 'urban contemporary']",Calm Down - Rema (128).wav
Sure Thing - Sped Up,78,150054,Miguel,Miguel,2023-01-27,0.0812,0.753,0.458,0.00413,0.209,-12.52,0.123,105.057,4,0.662,Miguel,76,4834768,"['r&b', 'urban contemporary']",Sure Thing - Miguel (128).wav
Girl With The Tattoo Enter.lewd,83,102813,Miguel,Miguel,2010-11-26,0.856,0.372,0.239,0.000175,0.168,-11.314,0.0296,113.451,4,0.127,Miguel,76,4834768,"['r&b', 'urban contemporary']",Girl With The Tattoo Enter.lewd - Miguel (128).wav
Sure Thing,90,195373,Miguel,Miguel,2010-11-26,0.0267,0.684,0.607,0.000307,0.191,-8.127,0.1,81.001,4,0.498,Miguel,76,4834768,"['r&b', 'urban contemporary']",Sure Thing - Miguel (128).wav
Can I Be Him,81,246880,James Arthur,James Arthur,2016-10-28,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,4,0.479,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Can I Be Him - James Arthur (128).wav
Train Wreck,83,208827,James Arthur,James Arthur,2016-10-28,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,4,0.225,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Train Wreck - James Arthur (128).wav
Car's Outside,89,248373,James Arthur,James Arthur,2019-10-18,0.039,0.338,0.562,0.0,0.107,-7.181,0.029,149.907,4,0.259,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Car s Outside - James Arthur (128).wav
Say You Won't Let Go,88,211467,James Arthur,James Arthur,2016-10-28,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,4,0.494,James Arthur,79,14141626,"['pop', 'talent show', 'uk pop']",Say You Won t Let Go - James Arthur (128).wav
Until I Found You - Piano Version,70,184895,Stephen Sanchez,Stephen Sanchez,2022-03-11,0.927,0.603,0.148,0.0,0.101,-10.449,0.0279,95.451,3,0.228,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Until I Found You (Piano Version) - Stephen Sanchez (128).wav
Evangeline,67,177677,Stephen Sanchez,Stephen Sanchez,2023-09-22,0.0887,0.462,0.574,0.0,0.159,-7.127,0.0314,109.256,4,0.184,Stephen Sanchez,73,948319,['gen z singer-songwriter'],Evangeline - Stephen Sanchez (128).wav
